4311951;26122707;112634552;
4311951;112634552;26122706;
4311951;26122706;2486315138;
4311951;2486315138;112634554;
4311951;112634554;2486315136;
4311951;2486315136;26122705;
4311951;26122705;112633972;
4311951;112633972;26122704;
4311951;26122704;112633698;
4311951;112633698;26122703;
4311951;26122703;2486315133;
4311951;2486315133;112633704;
4311951;112633704;2486315131;
4311951;2486315131;26122702;
4311951;26122702;2486315128;
4311951;2486315128;2486315125;
4311951;2486315125;2486710646;
4311951;2486710646;2486710645;
4311951;2486710645;2486710644;
4311951;2486710644;2486710643;
4311951;2486710643;26122700;
4311949;26122708;3139458006;
4311949;3139458006;2486710654;
4311949;2486710654;2486315110;
4311949;2486315110;26122709;
4311949;26122709;1187411596;
4311949;1187411596;26122693;
26621084;291991212;3230631162;
26621084;3230631162;291991193;
27009803;296057110;296057078;
27009797;296058430;296059591;
27009797;296059591;296059590;
27009797;296059590;3230631168;
27009797;3230631168;4004264458;
27009797;4004264458;291991212;
27009797;291991212;3230631169;
27009797;3230631169;296057070;
27009797;296057070;297370586;
27009797;297370586;3230631171;
27009797;3230631171;296057078;
27009797;296057078;296057068;
27009797;296057068;1561621101;
27009797;1561621101;1561621113;
27009951;296058425;296057110;
27009951;296057110;3230631183;
27009951;3230631183;296058426;
27009951;296058426;3230631182;
27009951;3230631182;3230631179;
27009951;3230631179;1561621115;
27009951;1561621115;4004264453;
27009951;4004264453;3230631177;
27009951;3230631177;296058427;
27009951;296058427;3230631176;
27009951;3230631176;3230631175;
27009951;3230631175;296058428;
27009951;296058428;3230631173;
27009951;3230631173;3230631172;
27009951;3230631172;296058429;
27009951;296058429;296058430;
27009951;296058430;296058743;
27009967;296057070;3230631180;
27009967;3230631180;296058426;
27103848;297370462;297370463;
27103848;297370463;297370465;
27103848;297370465;296059590;
27103856;297370586;297370584;
27103856;297370584;3230631164;
27103856;3230631164;3230631163;
27103856;3230631163;3230631165;
27103856;3230631165;3230631166;
27103856;3230631166;3230631167;
27103856;3230631167;3230631170;
27103856;3230631170;3230631171;
36980698;430023288;430023750;
36980698;430023750;885947979;
36980698;885947979;430023751;
37007106;430391870;430391869;
37007106;430391869;430391868;
37007106;430391868;430391867;
37007106;430391867;1670607242;
37007106;1670607242;430391866;
37007106;430391866;885948056;
37007106;885948056;430391864;
37007106;430391864;430391863;
37007106;430391863;430391862;
37007106;430391862;430391856;
37007106;430391856;1670607227;
37007106;1670607227;430391854;
37007106;430391854;430391851;
37007106;430391851;1670607189;
37007106;1670607189;430391849;
37007106;430391849;430391847;
37112935;1187411650;297369943;
37112935;297369943;297369942;
37112935;297369942;1187411615;
37112935;1187411615;297369941;
37112935;297369941;297369940;
37112932;431647237;2485736722;
37112932;2485736722;431647288;
37112932;431647288;2485736723;
37112932;2485736723;431647290;
37112932;431647290;431647293;
37112932;431647293;431647238;
37262660;434137200;434137208;
37262660;434137208;1801521302;
37262659;430284814;434137195;
37262659;434137195;434137196;
37262659;434137196;434137197;
37262659;434137197;434137198;
37262659;434137198;434137199;
37262659;434137199;434137200;
37262659;434137200;434137201;
37262659;434137201;434137202;
37262659;434137202;434137203;
37262659;434137203;434137204;
37262659;434137204;434137205;
37262659;434137205;434137206;
37262659;434137206;434137207;
37262659;434137207;1105973259;
37262659;1105973259;1105973256;
37262659;1105973256;1105973264;
37262659;1105973264;1105973261;
37262659;1105973261;1105973252;
37262659;1105973252;1105973251;
37262659;1105973251;1105973257;
37262659;1105973257;1105973254;
37262658;430284812;434137194;
63844503;430284801;430284803;
63844503;430284803;434137188;
63844503;434137188;434137189;
63844503;434137189;430284806;
63844503;430284806;430284807;
63844503;430284807;430284809;
63844503;430284809;430284812;
63844503;430284812;430284814;
63844503;430284814;430284815;
63844503;430284815;430284817;
63844503;430284817;3139458284;
75051386;885947976;885947977;
75051386;885947977;885947978;
75051386;885947978;885947979;
75051337;296058742;885947957;
75051337;885947957;885947958;
75051337;885947958;885947959;
75051337;885947959;885947960;
75051337;885947960;885947936;
75051337;885947936;885947935;
75051337;885947935;4004264460;
75051337;4004264460;885947934;
75051337;885947934;885947933;
75051337;885947933;885947932;
75051337;885947932;885947931;
