25504123;41.17555;-8.622424;-0.1504897;0.718649
25504163;41.17467;-8.622449;-0.1504901;0.7186336
26122654;41.18156;-8.621898;-0.1504805;0.7187538
26122657;41.18135;-8.621083;-0.1504663;0.7187501
26122658;41.18111;-8.621108;-0.1504667;0.7187459
26122659;41.18092;-8.62128;-0.1504697;0.7187425
26122667;41.17986;-8.622005;-0.1504824;0.7187242
26122672;41.18141;-8.620761;-0.1504607;0.7187513
26122698;41.18008;-8.623898;-0.1505154;0.7187279
26122702;41.17994;-8.623465;-0.1505079;0.7187256
26122704;41.17942;-8.623314;-0.1505052;0.7187166
26122707;41.17981;-8.622421;-0.1504896;0.7187234
111647989;41.17913;-8.652233;-0.15101;0.7187113
112613566;41.18008;-8.62368;-0.1505116;0.7187279
112613564;41.17962;-8.627315;-0.150575;0.71872
112613558;41.17909;-8.632429;-0.1506643;0.7187107
112613531;41.18208;-8.647058;-0.1509196;0.7187628
112613559;41.1791;-8.632188;-0.1506601;0.7187109
112628017;41.18393;-8.640911;-0.1508123;0.7187951
112628020;41.18432;-8.641662;-0.1508255;0.718802
112631533;41.18145;-8.620421;-0.1504547;0.7187518
112632829;41.18091;-8.62268;-0.1504942;0.7187424
112632836;41.18033;-8.623503;-0.1505085;0.7187323
112633698;41.17952;-8.623425;-0.1505072;0.7187182
112633704;41.17981;-8.623525;-0.1505089;0.7187232
112633972;41.17936;-8.623131;-0.150502;0.7187153
112634552;41.17964;-8.622481;-0.1504907;0.7187203
112634554;41.17939;-8.622753;-0.1504954;0.718716
112636630;41.18163;-8.621502;-0.1504736;0.718755
112636636;41.18123;-8.621074;-0.1504661;0.7187481
112636640;41.18101;-8.621151;-0.1504675;0.7187442
112637633;41.17973;-8.622059;-0.1504833;0.7187219
112637635;41.18008;-8.621881;-0.1504802;0.7187279
112638858;41.17897;-8.622421;-0.1504896;0.7187086
112638852;41.18267;-8.622577;-0.1504924;0.7187732
112640154;41.1824;-8.622318;-0.1504878;0.7187684
112640155;41.18217;-8.622275;-0.1504871;0.7187645
112640157;41.18179;-8.622198;-0.1504857;0.7187578
112641257;41.17859;-8.622633;-0.1504933;0.718702
112641653;41.17708;-8.622351;-0.1504884;0.7186756
112643062;41.18348;-8.622808;-0.1504964;0.7187873
112643064;41.18327;-8.62267;-0.150494;0.7187836
112643065;41.18306;-8.622559;-0.150492;0.71878
114302667;41.19095;-8.62761;-0.1505802;0.7189177
114302657;41.18563;-8.624242;-0.1505214;0.7188249
114302658;41.18724;-8.625294;-0.1505398;0.718853
114302659;41.18853;-8.626172;-0.1505551;0.7188755
114302661;41.19;-8.627078;-0.1505709;0.7189011
257735089;41.17715;-8.641215;-0.1508177;0.7186768
291991212;41.18053;-8.62751;-0.1505785;0.7187359
296057068;41.1811;-8.623633;-0.1505108;0.7187457
296057070;41.18087;-8.625771;-0.1505481;0.7187417
296057078;41.18106;-8.624081;-0.1505186;0.7187451
296058430;41.18121;-8.629127;-0.1506067;0.7187476
296058425;41.18234;-8.622958;-0.150499;0.7187674
296058427;41.18184;-8.628028;-0.1505875;0.7187586
296058746;41.18732;-8.632314;-0.1506623;0.7188544
296058885;41.17941;-8.629583;-0.1506146;0.7187163
296059591;41.18053;-8.628895;-0.1506026;0.7187358
296059595;41.18509;-8.63177;-0.1506528;0.7188154
296060331;41.18714;-8.640293;-0.1508016;0.7188512
297369941;41.1796;-8.621798;-0.1504788;0.7187195
297370462;41.17976;-8.628936;-0.1506033;0.7187223
297370584;41.18029;-8.624936;-0.1505335;0.7187316
410662881;41.17752;-8.622341;-0.1504882;0.7186834
411029261;41.1711;-8.623083;-0.1505012;0.7185713
416480025;41.18092;-8.64914;-0.150956;0.7187425
430284801;41.18425;-8.616837;-0.1503922;0.7188007
430284803;41.18394;-8.617096;-0.1503967;0.7187954
430284807;41.18417;-8.6182;-0.150416;0.7187993
430284814;41.18413;-8.618965;-0.1504293;0.7187986
430284815;41.18383;-8.618949;-0.150429;0.7187935
430284817;41.18319;-8.618855;-0.1504274;0.7187823
430391854;41.18792;-8.637329;-0.1507498;0.7188647
430391863;41.18864;-8.637767;-0.1507575;0.7188774
430391864;41.18871;-8.637964;-0.1507609;0.7188787
430391868;41.18848;-8.638926;-0.1507777;0.7188746
430391869;41.18827;-8.63908;-0.1507804;0.7188709
430391870;41.18716;-8.639449;-0.1507868;0.7188516
431647245;41.18253;-8.613532;-0.1503345;0.7187707
431647254;41.18227;-8.616794;-0.1503914;0.7187662
431647259;41.18227;-8.617025;-0.1503955;0.7187662
431647261;41.18223;-8.617309;-0.1504004;0.7187655
431647262;41.18212;-8.61754;-0.1504045;0.7187635
431647264;41.182;-8.617661;-0.1504066;0.7187614
431647266;41.18183;-8.617746;-0.150408;0.7187585
431647269;41.1817;-8.617789;-0.1504088;0.7187563
431647272;41.18111;-8.617841;-0.1504097;0.7187459
431647273;41.17971;-8.618407;-0.1504196;0.7187214
434137188;41.18391;-8.617271;-0.1503998;0.7187948
434137189;41.18392;-8.617498;-0.1504037;0.7187949
434137194;41.18448;-8.618731;-0.1504252;0.7188048
434137195;41.18419;-8.619148;-0.1504325;0.7187998
434137196;41.18425;-8.619538;-0.1504393;0.7188008
434137197;41.18432;-8.619857;-0.1504449;0.718802
434137198;41.18439;-8.620076;-0.1504487;0.7188033
434137199;41.18451;-8.620247;-0.1504517;0.7188052
434137200;41.18456;-8.620317;-0.1504529;0.7188061
434137203;41.1848;-8.620898;-0.1504631;0.7188104
434137206;41.18487;-8.621677;-0.1504767;0.7188116
430284809;41.18421;-8.618583;-0.1504226;0.7188001
430284812;41.18423;-8.618708;-0.1504248;0.7188005
430284806;41.18399;-8.617714;-0.1504075;0.7187963
434137208;41.18419;-8.620665;-0.150459;0.7187998
434137202;41.18473;-8.620588;-0.1504577;0.7188091
434137207;41.18494;-8.622095;-0.150484;0.7188128
532488363;41.19089;-8.627757;-0.1505828;0.7189167
430023750;41.18617;-8.636732;-0.1507394;0.7188343
430023282;41.18912;-8.636731;-0.1507394;0.7188857
430023284;41.18756;-8.636405;-0.1507337;0.7188586
430023285;41.18698;-8.636293;-0.1507318;0.7188483
430023286;41.1867;-8.636319;-0.1507322;0.7188435
430023287;41.18652;-8.636411;-0.1507338;0.7188404
885947991;41.1857;-8.635562;-0.150719;0.718826
885948024;41.18646;-8.635671;-0.1507209;0.7188393
885948025;41.18633;-8.635671;-0.1507209;0.7188371
885948026;41.18622;-8.635692;-0.1507213;0.7188352
885948027;41.18612;-8.635777;-0.1507228;0.7188333
430023288;41.18629;-8.636614;-0.1507373;0.7188364
885948041;41.18699;-8.637966;-0.1507609;0.7188486
885948042;41.18802;-8.638181;-0.1507647;0.7188666
885948050;41.18491;-8.640476;-0.1508048;0.7188123
885948051;41.18463;-8.640627;-0.1508074;0.7188074
885948052;41.18435;-8.640756;-0.1508096;0.7188025
885948053;41.18391;-8.639951;-0.1507956;0.7187948
430023751;41.18353;-8.639275;-0.1507838;0.7187883
885947915;41.18311;-8.631184;-0.1506426;0.7187808
885947914;41.1828;-8.632378;-0.1506634;0.7187754
885947929;41.18258;-8.633063;-0.1506754;0.7187716
885947930;41.1825;-8.633192;-0.1506776;0.7187702
885947931;41.1824;-8.633245;-0.1506786;0.7187685
885947932;41.18229;-8.633256;-0.1506787;0.7187665
885947933;41.18217;-8.633213;-0.150678;0.7187644
885947934;41.18193;-8.633083;-0.1506757;0.7187604
885947935;41.18151;-8.632849;-0.1506716;0.718753
885947936;41.18115;-8.632688;-0.1506688;0.7187466
885947946;41.1823;-8.634361;-0.150698;0.7187667
885947951;41.18183;-8.633556;-0.150684;0.7187585
296058742;41.1807;-8.630209;-0.1506256;0.7187388
885947958;41.18003;-8.632183;-0.15066;0.7187271
885947960;41.18019;-8.632398;-0.1506638;0.7187299
885947916;41.1835;-8.632782;-0.1506705;0.7187877
885947967;41.18501;-8.634308;-0.1506971;0.718814
885947924;41.18495;-8.631736;-0.1506522;0.718813
885947947;41.18216;-8.63428;-0.1506966;0.7187644
885947948;41.18212;-8.63418;-0.1506949;0.7187635
885947971;41.18478;-8.63493;-0.150708;0.71881
885947972;41.18469;-8.634952;-0.1507083;0.7188084
885947973;41.18346;-8.634801;-0.1507057;0.718787
885947976;41.18411;-8.637097;-0.1507458;0.7187983
885947981;41.18431;-8.637923;-0.1507602;0.7188019
885947982;41.18337;-8.637794;-0.150758;0.7187855
885947970;41.18486;-8.634816;-0.150706;0.7188114
885947980;41.18602;-8.636119;-0.1507287;0.7188316
885947983;41.18282;-8.638346;-0.1507676;0.7187758
112652015;41.18333;-8.613437;-0.1503328;0.7187846
885948057;41.18697;-8.637822;-0.1507584;0.7188482
112628010;41.17928;-8.632215;-0.1506606;0.7187141
112628012;41.17928;-8.632421;-0.1506642;0.7187139
112628013;41.17929;-8.632584;-0.150667;0.7187141
112628014;41.17944;-8.632841;-0.1506715;0.7187167
296058743;41.18097;-8.630306;-0.1506273;0.7187436
112627998;41.18141;-8.619991;-0.1504472;0.7187511
111641067;41.18065;-8.64997;-0.1509705;0.718738
111641069;41.17931;-8.652317;-0.1510114;0.7187146
112628027;41.18221;-8.647262;-0.1509232;0.7187652
492795582;41.18128;-8.648876;-0.1509514;0.718749
112627997;41.18179;-8.619308;-0.1504353;0.7187577
112628006;41.17986;-8.626829;-0.1505666;0.7187241
112627999;41.18087;-8.621227;-0.1504688;0.7187418
