220137475;2292597611;2292597580;
220137475;2292597580;2292597600;
220137475;2292597600;2292597629;
220137475;2292597629;2292597611;
220137465;2292597575;2292597574;
154515197;1670426634;1670426624;
154515197;1670426624;1670426583;
154515197;1670426583;1670426592;
154515197;1670426592;1670426593;
154515197;1670426593;1670426596;
154515197;1670426596;1670426609;
154515197;1670426609;1670426612;
154515197;1670426612;1670426614;
154515197;1670426614;1670426617;
154515197;1670426617;1670426621;
154515197;1670426621;1670426630;
154515197;1670426630;2595671287;
154515197;2595671287;1670426631;
154515197;1670426631;3241162408;
154515197;3241162408;1670426629;
154515197;1670426629;1670426625;
154515197;1670426625;1670426642;
154515197;1670426642;1670426639;
154515197;1670426639;1670426647;
154515197;1670426647;1670426648;
154515197;1670426648;1670426649;
154515197;1670426649;1670426652;
154515197;1670426652;1670426662;
154515197;1670426662;1670426655;
154515197;1670426655;1670426657;
154515197;1670426657;1670426658;
154515197;1670426658;1670426663;
154515197;1670426663;1670426665;
252339995;2583954419;112628007;
252339995;112628007;296058742;
252339995;296058742;296058743;
252339995;296058743;4004264461;
252339995;4004264461;2596033750;
252339995;2596033750;885947915;
252339995;885947915;296058886;
252339995;296058886;2292597615;
252339995;2292597615;2292597583;
252339995;2292597583;3237191995;
252339995;3237191995;885947924;
252339995;885947924;296059595;
252339995;296059595;3241162391;
252339995;3241162391;3241162403;
252339995;3241162403;296058746;
252339995;296058746;430023257;
252339995;430023257;280065295;
252339995;280065295;430023258;
252339995;430023258;1728072173;
252339995;1728072173;1670512000;
252339995;1670512000;1929265698;
252339995;1929265698;1942879413;
252339995;1942879413;1668824904;
316879353;2292597574;3230631199;
316879353;3230631199;3230631198;
316879354;1670426665;3230631200;
316879354;3230631200;2292597574;
316879355;1670426665;296058969;
316879355;296058969;3230631198;
316879355;3230631198;3230631196;
316879355;3230631196;296058886;
316879358;3230631196;3230631191;
316879358;3230631191;3230631192;
154515189;1670426580;296059321;
154515189;296059321;1670426599;
154515189;1670426599;1670426667;
154515189;1670426667;1670426665;
220137480;2292597615;2292597635;
220137480;2292597635;2292597585;
220137480;2292597585;2292597583;
