353288490;41.14443;-8.63951;-0.1507879;0.7181057
437000332;41.14492;-8.639786;-0.1507927;0.7181144
1143316741;41.1428;-8.639806;-0.1507931;0.7180774
1143316781;41.14159;-8.640426;-0.1508039;0.7180563
1143316350;41.14277;-8.639806;-0.1507931;0.7180767
1143316565;41.14307;-8.640677;-0.1508083;0.718082
1143316572;41.14161;-8.639119;-0.1507811;0.7180565
1143317071;41.14283;-8.639746;-0.150792;0.7180778
1143317057;41.14297;-8.640835;-0.150811;0.7180803
1143317287;41.14268;-8.63966;-0.1507905;0.7180753
1143317318;41.14164;-8.640517;-0.1508055;0.7180572
1143317352;41.14149;-8.6393;-0.1507842;0.7180545
1143317595;41.14278;-8.639653;-0.1507904;0.7180769
1143317581;41.14312;-8.640392;-0.1508033;0.7180829
1143317796;41.14272;-8.639768;-0.1507924;0.7180759
1143317813;41.14167;-8.640334;-0.1508023;0.7180577
1143317830;41.14169;-8.640232;-0.1508005;0.7180579
1143317960;41.1431;-8.640549;-0.150806;0.7180827
1143318167;41.14108;-8.640194;-0.1507998;0.7180474
1143318184;41.14155;-8.639132;-0.1507813;0.7180555
1143318322;41.14188;-8.638962;-0.1507783;0.7180613
1143318315;41.14289;-8.639607;-0.1507896;0.7180789
1143318476;41.14149;-8.639183;-0.1507822;0.7180544
1143318617;41.14306;-8.639964;-0.1507958;0.7180818
1143318826;41.14267;-8.639584;-0.1507892;0.718075
1145510961;41.14296;-8.638611;-0.1507722;0.71808
1145510979;41.14016;-8.636532;-0.1507359;0.7180312
1145511081;41.14309;-8.636528;-0.1507359;0.7180824
1145511166;41.1402;-8.636978;-0.1507437;0.7180319
1145511203;41.14;-8.637071;-0.1507453;0.7180285
1145511207;41.14339;-8.638484;-0.15077;0.7180876
1145511205;41.14193;-8.638142;-0.150764;0.7180622
1145511316;41.14186;-8.638258;-0.150766;0.718061
1145511374;41.14093;-8.637921;-0.1507602;0.7180448
1145511376;41.14309;-8.638502;-0.1507703;0.7180824
1145511414;41.14013;-8.637173;-0.1507471;0.7180308
1145511431;41.14251;-8.638478;-0.1507699;0.7180722
1145511450;41.14334;-8.636973;-0.1507436;0.7180868
1145511497;41.14343;-8.637449;-0.1507519;0.7180883
1145511528;41.1441;-8.639428;-0.1507865;0.7181
