98835959;1143316781;1143317813;
98835959;1143317813;1143317830;
98835959;1143317830;1143317352;
98835959;1143317352;1143318476;
98835959;1143318476;1143318184;
98835959;1143318184;1143316572;
98835959;1143316572;1143318826;
98835987;3740426933;3740426535;
98835987;3740426535;3740426685;
98835987;3740426685;3740427024;
98835987;3740427024;3740427239;
98835987;3740427239;3740426736;
98835987;3740426736;3740426613;
98835987;3740426613;3740427317;
98835987;3740427317;3740426739;
98835987;3740426739;3740427015;
98835987;3740427015;3740426446;
98835987;3740426446;3740426519;
98835987;3740426519;3740426098;
98835987;3740426098;3740426674;
98835987;3740426674;3740426786;
98835987;3740426786;3740426748;
98835987;3740426748;3740427486;
98835987;3740427486;3740426803;
98835987;3740426803;1143317057;
98835987;1143317057;3740426114;
98835987;3740426114;3740426064;
98835987;3740426064;1143316565;
98835987;1143316565;3740426706;
98835987;3740426706;1143317960;
98835987;1143317960;3740426686;
98835987;3740426686;1143317581;
98835987;1143317581;3740426725;
98835987;3740426725;3740426766;
98835987;3740426766;3740426633;
98835987;3740426633;3740426944;
98835987;3740426944;1143318617;
98835987;1143318617;3740426093;
98835987;3740426093;3740426796;
98835987;3740426796;3740426432;
98835987;3740426432;3740427494;
98835987;3740427494;1143318315;
98835987;1143318315;3740426673;
98835987;3740426673;1143316759;
98835987;1143316759;3740426615;
98835987;3740426615;3740426622;
98835987;3740426622;3740426709;
98835987;3740426709;1143316377;
98835987;1143316377;3740426585;
98835987;3740426585;3740427245;
98835987;3740427245;3740426691;
98835987;3740426691;3740426122;
98835987;3740426122;3740426545;
98835987;3740426545;3740427267;
98835987;3740427267;3740427495;
98835987;3740427495;3740426790;
98835987;3740426790;3740427430;
98835987;3740427430;3740427521;
98835987;3740427521;1534488965;
99016331;1143316629;1145511631;
99016331;1145511631;1145514095;
99016331;1145514095;1145514829;
99016331;1145514829;1145512706;
99016331;1145512706;1145513640;
99016331;1145513640;1145511431;
99016331;1145511431;1145513216;
99016331;1145513216;1145514489;
99016350;1145513830;1145513981;
99016378;1145513831;1145513216;
99016507;1145511764;1145511628;
99016507;1145511628;1145513270;
99016507;1145513270;1145511166;
99016507;1145511166;1145511414;
